"model_id","base_id","inference_type","confidence","inference_source"
"mergekit-community/nsfw_merge_test_v4dot1","dimasik1987/74f5bf43-4a1b-44bb-9b95-6b5631ccfc3e","finetune","high","explicit_card | cardData.base_model=dimasik1987/74f5bf43-4a1b-44bb-9b95-6b5631ccfc3e; cardData.base_model_relation=finetune"
"mergekit-community/nsfw_merge_test_v4dot1","DreadPoor/OpenBioLLM-8B-r64-LoRA","finetune","high","explicit_card | cardData.base_model=DreadPoor/OpenBioLLM-8B-r64-LoRA; cardData.base_model_relation=finetune"
"mergekit-community/nsfw_merge_test_v4dot1","surya-narayanan/astronomy","finetune","high","explicit_card | cardData.base_model=surya-narayanan/astronomy; cardData.base_model_relation=finetune"
"mergekit-community/nsfw_merge_test_v4dot1","surya-narayanan/sociology","merge","high","explicit_tag | base_model:merge:surya-narayanan/sociology"
"mergekit-community/nsfw_merge_test_v4dot1","surya-narayanan/clinical_knowledge","merge","high","explicit_tag | base_model:merge:surya-narayanan/clinical_knowledge"
"mergekit-community/nsfw_merge_test_v4dot1","surya-narayanan/astronomy","merge","high","explicit_tag | base_model:merge:surya-narayanan/astronomy"
"mergekit-community/nsfw_merge_test_v4dot1","Azazelle/Llama3-RP-Lora","merge","high","explicit_tag | base_model:merge:Azazelle/Llama3-RP-Lora"
"mergekit-community/nsfw_merge_test_v4dot1","grimjim/Llama-3-Instruct-abliteration-LoRA-8B","merge","high","explicit_tag | base_model:merge:grimjim/Llama-3-Instruct-abliteration-LoRA-8B"
"mergekit-community/nsfw_merge_test_v4dot1","kik41/lora-type-narrative-llama-3-8b-v2","merge","high","explicit_tag | base_model:merge:kik41/lora-type-narrative-llama-3-8b-v2"
"mergekit-community/nsfw_merge_test_v4dot1","DreadPoor/OpenBioLLM-8B-r64-LoRA","merge","high","explicit_tag | base_model:merge:DreadPoor/OpenBioLLM-8B-r64-LoRA"
"mergekit-community/nsfw_merge_test_v4dot1","DreadPoor/Everything-COT-8B-r128-LoRA","merge","high","explicit_tag | base_model:merge:DreadPoor/Everything-COT-8B-r128-LoRA"
"mergekit-community/nsfw_merge_test_v4dot1","dimasik1987/74f5bf43-4a1b-44bb-9b95-6b5631ccfc3e","merge","high","explicit_tag | base_model:merge:dimasik1987/74f5bf43-4a1b-44bb-9b95-6b5631ccfc3e"
"mergekit-community/nsfw_merge_test_v4dot1","mergekit-community/mergekit-model_stock-bzcrthr","merge","high","explicit_tag | base_model:merge:mergekit-community/mergekit-model_stock-bzcrthr"
"mergekit-community/mergekit-model_stock-fpfjlqs","mergekit-community/sexeh_time_testing","finetune","high","explicit_card | cardData.base_model=mergekit-community/sexeh_time_testing; cardData.base_model_relation=finetune"
"mergekit-community/mergekit-model_stock-fpfjlqs","vannynakamura/finetune_models_medicalAI","finetune","high","explicit_card | cardData.base_model=vannynakamura/finetune_models_medicalAI; cardData.base_model_relation=finetune"
"mergekit-community/mergekit-model_stock-fpfjlqs","Azazelle/Nimue-8B","finetune","high","explicit_card | cardData.base_model=Azazelle/Nimue-8B; cardData.base_model_relation=finetune"
"mergekit-community/mergekit-model_stock-fpfjlqs","BeastGokul/Bio-Medical-MultiModal-Llama-3-8B-Finetuned","finetune","high","explicit_card | cardData.base_model=BeastGokul/Bio-Medical-MultiModal-Llama-3-8B-Finetuned; cardData.base_model_relation=finetune"
"mergekit-community/mergekit-model_stock-fpfjlqs","ResplendentAI/Smarts_Llama3","finetune","high","explicit_card | cardData.base_model=ResplendentAI/Smarts_Llama3; cardData.base_model_relation=finetune"
"mergekit-community/mergekit-model_stock-fpfjlqs","Azazelle/ANJIR-ADAPTER-128","finetune","high","explicit_card | cardData.base_model=Azazelle/ANJIR-ADAPTER-128; cardData.base_model_relation=finetune"
"mergekit-community/mergekit-model_stock-fpfjlqs","kik41/lora-type-descriptive-llama-3-8b-v2","finetune","high","explicit_card | cardData.base_model=kik41/lora-type-descriptive-llama-3-8b-v2; cardData.base_model_relation=finetune"
"mergekit-community/mergekit-model_stock-fpfjlqs","ResplendentAI/Smarts_Llama3","merge","high","explicit_tag | base_model:merge:ResplendentAI/Smarts_Llama3"
"mergekit-community/mergekit-model_stock-fpfjlqs","Azazelle/Nimue-8B","merge","high","explicit_tag | base_model:merge:Azazelle/Nimue-8B"
"mergekit-community/mergekit-model_stock-fpfjlqs","Azazelle/ANJIR-ADAPTER-128","merge","high","explicit_tag | base_model:merge:Azazelle/ANJIR-ADAPTER-128"
"mergekit-community/mergekit-model_stock-fpfjlqs","BeastGokul/Bio-Medical-MultiModal-Llama-3-8B-Finetuned","merge","high","explicit_tag | base_model:merge:BeastGokul/Bio-Medical-MultiModal-Llama-3-8B-Finetuned"
"mergekit-community/mergekit-model_stock-fpfjlqs","kik41/lora-type-descriptive-llama-3-8b-v2","merge","high","explicit_tag | base_model:merge:kik41/lora-type-descriptive-llama-3-8b-v2"
"mergekit-community/mergekit-model_stock-fpfjlqs","vannynakamura/finetune_models_medicalAI","merge","high","explicit_tag | base_model:merge:vannynakamura/finetune_models_medicalAI"
"mergekit-community/mergekit-model_stock-fpfjlqs","mergekit-community/sexeh_time_testing","merge","high","explicit_tag | base_model:merge:mergekit-community/sexeh_time_testing"
"Azazelle/ANJIR-ADAPTER-128","meta-llama/Meta-Llama-3-8B","finetune","high","explicit_card | cardData.base_model=meta-llama/Meta-Llama-3-8B; cardData.base_model_relation=finetune"
"Azazelle/ANJIR-ADAPTER-128","Hastagaras/Anjir-8B-L3","finetune","high","explicit_card | cardData.base_model=Hastagaras/Anjir-8B-L3; cardData.base_model_relation=finetune"
"mergekit-community/mergekit-model_stock-ysywggg","mergekit-community/mergekit-model_stock-anvdilz","finetune","high","explicit_card | cardData.base_model=mergekit-community/mergekit-model_stock-anvdilz; cardData.base_model_relation=finetune"
"mergekit-community/mergekit-model_stock-ysywggg","BeastGokul/Bio-Medical-MultiModal-Llama-3-8B-Finetuned","finetune","high","explicit_card | cardData.base_model=BeastGokul/Bio-Medical-MultiModal-Llama-3-8B-Finetuned; cardData.base_model_relation=finetune"
"mergekit-community/mergekit-model_stock-ysywggg","surya-narayanan/health","finetune","high","explicit_card | cardData.base_model=surya-narayanan/health; cardData.base_model_relation=finetune"
"mergekit-community/mergekit-model_stock-ysywggg","surya-narayanan/formal_logic","finetune","high","explicit_card | cardData.base_model=surya-narayanan/formal_logic; cardData.base_model_relation=finetune"
"mergekit-community/mergekit-model_stock-ysywggg","kik41/lora-type-descriptive-llama-3-8b-v2","finetune","high","explicit_card | cardData.base_model=kik41/lora-type-descriptive-llama-3-8b-v2; cardData.base_model_relation=finetune"
"mergekit-community/mergekit-model_stock-ysywggg","Azazelle/Nimue-8B","finetune","high","explicit_card | cardData.base_model=Azazelle/Nimue-8B; cardData.base_model_relation=finetune"
"mergekit-community/mergekit-model_stock-ysywggg","ResplendentAI/Smarts_Llama3","finetune","high","explicit_card | cardData.base_model=ResplendentAI/Smarts_Llama3; cardData.base_model_relation=finetune"
"mergekit-community/mergekit-model_stock-ysywggg","kik41/lora-length-long-llama-3-8b-v2","finetune","high","explicit_card | cardData.base_model=kik41/lora-length-long-llama-3-8b-v2; cardData.base_model_relation=finetune"
"mergekit-community/mergekit-model_stock-ysywggg","surya-narayanan/sociology","finetune","high","explicit_card | cardData.base_model=surya-narayanan/sociology; cardData.base_model_relation=finetune"
"mergekit-community/mergekit-model_stock-ysywggg","surya-narayanan/biology","finetune","high","explicit_card | cardData.base_model=surya-narayanan/biology; cardData.base_model_relation=finetune"
"mergekit-community/mergekit-model_stock-ysywggg","surya-narayanan/anatomy","finetune","high","explicit_card | cardData.base_model=surya-narayanan/anatomy; cardData.base_model_relation=finetune"
"mergekit-community/mergekit-model_stock-ysywggg","surya-narayanan/professional_psychology","finetune","high","explicit_card | cardData.base_model=surya-narayanan/professional_psychology; cardData.base_model_relation=finetune"
"mergekit-community/mergekit-model_stock-ysywggg","grimjim/Llama-3-Instruct-abliteration-LoRA-8B","finetune","high","explicit_card | cardData.base_model=grimjim/Llama-3-Instruct-abliteration-LoRA-8B; cardData.base_model_relation=finetune"
"mergekit-community/mergekit-model_stock-ysywggg","surya-narayanan/psychology","finetune","high","explicit_card | cardData.base_model=surya-narayanan/psychology; cardData.base_model_relation=finetune"
"mergekit-community/mergekit-model_stock-ysywggg","surya-narayanan/professional_medicine","finetune","high","explicit_card | cardData.base_model=surya-narayanan/professional_medicine; cardData.base_model_relation=finetune"
"mergekit-community/mergekit-model_stock-ysywggg","surya-narayanan/human_sexuality","finetune","high","explicit_card | cardData.base_model=surya-narayanan/human_sexuality; cardData.base_model_relation=finetune"
"mergekit-community/mergekit-model_stock-ysywggg","Azazelle/ANJIR-ADAPTER-128","finetune","high","explicit_card | cardData.base_model=Azazelle/ANJIR-ADAPTER-128; cardData.base_model_relation=finetune"
"mergekit-community/mergekit-model_stock-ysywggg","Azazelle/Llama-3-8B-Abomination-LORA","finetune","high","explicit_card | cardData.base_model=Azazelle/Llama-3-8B-Abomination-LORA; cardData.base_model_relation=finetune"
"mergekit-community/mergekit-model_stock-ysywggg","surya-narayanan/sociology","merge","high","explicit_tag | base_model:merge:surya-narayanan/sociology"
"mergekit-community/mergekit-model_stock-ysywggg","surya-narayanan/formal_logic","merge","high","explicit_tag | base_model:merge:surya-narayanan/formal_logic"
"mergekit-community/mergekit-model_stock-ysywggg","surya-narayanan/professional_medicine","merge","high","explicit_tag | base_model:merge:surya-narayanan/professional_medicine"
"mergekit-community/mergekit-model_stock-ysywggg","surya-narayanan/human_sexuality","merge","high","explicit_tag | base_model:merge:surya-narayanan/human_sexuality"
"mergekit-community/mergekit-model_stock-ysywggg","surya-narayanan/anatomy","merge","high","explicit_tag | base_model:merge:surya-narayanan/anatomy"
"mergekit-community/mergekit-model_stock-ysywggg","surya-narayanan/professional_psychology","merge","high","explicit_tag | base_model:merge:surya-narayanan/professional_psychology"
"mergekit-community/mergekit-model_stock-ysywggg","ResplendentAI/Smarts_Llama3","merge","high","explicit_tag | base_model:merge:ResplendentAI/Smarts_Llama3"
"mergekit-community/mergekit-model_stock-ysywggg","Azazelle/Nimue-8B","merge","high","explicit_tag | base_model:merge:Azazelle/Nimue-8B"
"mergekit-community/mergekit-model_stock-ysywggg","surya-narayanan/biology","merge","high","explicit_tag | base_model:merge:surya-narayanan/biology"
"mergekit-community/mergekit-model_stock-ysywggg","surya-narayanan/health","merge","high","explicit_tag | base_model:merge:surya-narayanan/health"
"moetezsa/Llama3_instruct_on_wikibio","meta-llama/Meta-Llama-3-8B-Instruct","finetune","high","explicit_card | cardData.base_model=meta-llama/Meta-Llama-3-8B-Instruct; cardData.base_model_relation=finetune"
"moetezsa/Llama3_instruct_on_wikibio","meta-llama/Meta-Llama-3-8B-Instruct","adapter","high","explicit_tag | base_model:adapter:meta-llama/Meta-Llama-3-8B-Instruct"
"Azazelle/Llama-3-LimaRP-Instruct-LoRA-8B","unsloth/llama-3-8b-bnb-4bit","finetune","high","explicit_card | cardData.base_model=unsloth/llama-3-8b-bnb-4bit; cardData.base_model_relation=finetune"
"Azazelle/Llama-3-LimaRP-Instruct-LoRA-8B","unsloth/llama-3-8b-bnb-4bit","adapter","high","explicit_tag | base_model:adapter:unsloth/llama-3-8b-bnb-4bit"
"mergekit-community/nsfw_merge_testv3","mergekit-community/mergekit-model_stock-rxbbxes","finetune","high","explicit_card | cardData.base_model=mergekit-community/mergekit-model_stock-rxbbxes; cardData.base_model_relation=finetune"
"mergekit-community/nsfw_merge_testv3","kik41/lora-length-long-llama-3-8b-v2","finetune","high","explicit_card | cardData.base_model=kik41/lora-length-long-llama-3-8b-v2; cardData.base_model_relation=finetune"
"mergekit-community/nsfw_merge_testv3","mergekit-community/sexeh_time_testing","finetune","high","explicit_card | cardData.base_model=mergekit-community/sexeh_time_testing; cardData.base_model_relation=finetune"
"mergekit-community/nsfw_merge_testv3","Blackroot/Llama-3-LongStory-LORA","finetune","high","explicit_card | cardData.base_model=Blackroot/Llama-3-LongStory-LORA; cardData.base_model_relation=finetune"
"mergekit-community/nsfw_merge_testv3","mergekit-community/mergekit-model_stock-ysywggg","finetune","high","explicit_card | cardData.base_model=mergekit-community/mergekit-model_stock-ysywggg; cardData.base_model_relation=finetune"
"mergekit-community/nsfw_merge_testv3","surya-narayanan/clinical_knowledge","finetune","high","explicit_card | cardData.base_model=surya-narayanan/clinical_knowledge; cardData.base_model_relation=finetune"
"mergekit-community/nsfw_merge_testv3","mergekit-community/ohnoes_now_nsfw","finetune","high","explicit_card | cardData.base_model=mergekit-community/ohnoes_now_nsfw; cardData.base_model_relation=finetune"
"mergekit-community/nsfw_merge_testv3","grimjim/Llama-3-Instruct-abliteration-LoRA-8B","finetune","high","explicit_card | cardData.base_model=grimjim/Llama-3-Instruct-abliteration-LoRA-8B; cardData.base_model_relation=finetune"
"mergekit-community/nsfw_merge_testv3","surya-narayanan/clinical_knowledge","merge","high","explicit_tag | base_model:merge:surya-narayanan/clinical_knowledge"
"mergekit-community/nsfw_merge_testv3","Blackroot/Llama-3-LongStory-LORA","merge","high","explicit_tag | base_model:merge:Blackroot/Llama-3-LongStory-LORA"
"mergekit-community/nsfw_merge_testv3","grimjim/Llama-3-Instruct-abliteration-LoRA-8B","merge","high","explicit_tag | base_model:merge:grimjim/Llama-3-Instruct-abliteration-LoRA-8B"
"mergekit-community/nsfw_merge_testv3","kik41/lora-length-long-llama-3-8b-v2","merge","high","explicit_tag | base_model:merge:kik41/lora-length-long-llama-3-8b-v2"
"mergekit-community/nsfw_merge_testv3","mergekit-community/mergekit-model_stock-rxbbxes","merge","high","explicit_tag | base_model:merge:mergekit-community/mergekit-model_stock-rxbbxes"
"mergekit-community/nsfw_merge_testv3","mergekit-community/mergekit-model_stock-ysywggg","merge","high","explicit_tag | base_model:merge:mergekit-community/mergekit-model_stock-ysywggg"
"mergekit-community/nsfw_merge_testv3","mergekit-community/sexeh_time_testing","merge","high","explicit_tag | base_model:merge:mergekit-community/sexeh_time_testing"
"mergekit-community/nsfw_merge_testv3","mergekit-community/ohnoes_now_nsfw","merge","high","explicit_tag | base_model:merge:mergekit-community/ohnoes_now_nsfw"
"Casual-Autopsy/L3-Umbral-Mind-RP-v3.0-8B","Casual-Autopsy/L3-Umbral-Mind-RP-v2.0-8B","finetune","high","explicit_card | cardData.base_model=Casual-Autopsy/L3-Umbral-Mind-RP-v2.0-8B; cardData.base_model_relation=finetune"
"Casual-Autopsy/L3-Umbral-Mind-RP-v3.0-8B","Cas-Warehouse/Llama-3-MopeyMule-Blackroot-8B","finetune","high","explicit_card | cardData.base_model=Cas-Warehouse/Llama-3-MopeyMule-Blackroot-8B; cardData.base_model_relation=finetune"
"Casual-Autopsy/L3-Umbral-Mind-RP-v3.0-8B","tannedbum/L3-Nymeria-Maid-8B","finetune","high","explicit_card | cardData.base_model=tannedbum/L3-Nymeria-Maid-8B; cardData.base_model_relation=finetune"
"Casual-Autopsy/L3-Umbral-Mind-RP-v3.0-8B","bluuwhale/L3-SthenoMaidBlackroot-8B-V1","finetune","high","explicit_card | cardData.base_model=bluuwhale/L3-SthenoMaidBlackroot-8B-V1; cardData.base_model_relation=finetune"
"Casual-Autopsy/L3-Umbral-Mind-RP-v3.0-8B","tannedbum/L3-Nymeria-8B","finetune","high","explicit_card | cardData.base_model=tannedbum/L3-Nymeria-8B; cardData.base_model_relation=finetune"
"Casual-Autopsy/L3-Umbral-Mind-RP-v3.0-8B","Cas-Warehouse/Llama-3-SOVL-MopeyMule-8B","finetune","high","explicit_card | cardData.base_model=Cas-Warehouse/Llama-3-SOVL-MopeyMule-8B; cardData.base_model_relation=finetune"
"Casual-Autopsy/L3-Umbral-Mind-RP-v3.0-8B","Casual-Autopsy/L3-Umbral-Mind-RP-v1.0-8B","finetune","high","explicit_card | cardData.base_model=Casual-Autopsy/L3-Umbral-Mind-RP-v1.0-8B; cardData.base_model_relation=finetune"
"Casual-Autopsy/L3-Umbral-Mind-RP-v3.0-8B","Cas-Warehouse/Llama-3-Mopeyfied-Psychology-v2","finetune","high","explicit_card | cardData.base_model=Cas-Warehouse/Llama-3-Mopeyfied-Psychology-v2; cardData.base_model_relation=finetune"
"Casual-Autopsy/L3-Umbral-Mind-RP-v3.0-8B","migtissera/Llama-3-8B-Synthia-v3.5","finetune","high","explicit_card | cardData.base_model=migtissera/Llama-3-8B-Synthia-v3.5; cardData.base_model_relation=finetune"
"Casual-Autopsy/L3-Umbral-Mind-RP-v3.0-8B","Cas-Warehouse/Llama-3-SOVL-MopeyMule-Blackroot-8B","finetune","high","explicit_card | cardData.base_model=Cas-Warehouse/Llama-3-SOVL-MopeyMule-Blackroot-8B; cardData.base_model_relation=finetune"
"Casual-Autopsy/L3-Umbral-Mind-RP-v3.0-8B","mradermacher/L3-8B-Poppy-Sunspice-experiment-c-i1-GGUF","finetune","high","explicit_card | cardData.base_model=v000000/L3-8B-Poppy-Sunspice; cardData.base_model_relation=finetune | validated: base_id 'v000000/L3-8B-Poppy-Sunspice' -> 'mradermacher/L3-8B-Poppy-Sunspice-experiment-c-i1-GGUF'"
"Casual-Autopsy/L3-Umbral-Mind-RP-v3.0-8B","Magpie-Align/Llama-3-8B-WizardLM-196K","finetune","high","explicit_card | cardData.base_model=Magpie-Align/Llama-3-8B-WizardLM-196K; cardData.base_model_relation=finetune"
"Casual-Autopsy/L3-Umbral-Mind-RP-v3.0-8B","Cas-Warehouse/Llama-3-Mopeyfied-Psychology-8B","finetune","high","explicit_card | cardData.base_model=Cas-Warehouse/Llama-3-Mopeyfied-Psychology-8B; cardData.base_model_relation=finetune"
"Casual-Autopsy/L3-Umbral-Mind-RP-v3.0-8B","Casual-Autopsy/L3-Umbral-Mind-RP-v0.3-8B","finetune","high","explicit_card | cardData.base_model=Casual-Autopsy/L3-Umbral-Mind-RP-v0.3-8B; cardData.base_model_relation=finetune"
"Casual-Autopsy/L3-Umbral-Mind-RP-v3.0-8B","invisietch/EtherealRainbow-v0.3-8B","finetune","high","explicit_card | cardData.base_model=invisietch/EtherealRainbow-v0.3-8B; cardData.base_model_relation=finetune"
"Casual-Autopsy/L3-Umbral-Mind-RP-v3.0-8B","mradermacher/L3-8B-sunfall-v0.4-stheno-v3.2-i1-GGUF","finetune","high","explicit_card | cardData.base_model=crestf411/L3-8B-sunfall-v0.4-stheno-v3.2; cardData.base_model_relation=finetune | validated: base_id 'crestf411/L3-8B-sunfall-v0.4-stheno-v3.2' -> 'mradermacher/L3-8B-sunfall-v0.4-stheno-v3.2-i1-GGUF'"
"Casual-Autopsy/L3-Umbral-Mind-RP-v3.0-8B","aifeifei798/llama3-8B-DarkIdol-2.1-Uncensored-32K","finetune","high","explicit_card | cardData.base_model=aifeifei798/llama3-8B-DarkIdol-2.1-Uncensored-32K; cardData.base_model_relation=finetune"
"Casual-Autopsy/L3-Umbral-Mind-RP-v3.0-8B","Nitral-AI/Poppy_Porpoise-1.0-L3-8B","finetune","high","explicit_card | cardData.base_model=ChaoticNeutrals/Poppy_Porpoise-1.0-L3-8B; cardData.base_model_relation=finetune | validated: base_id 'ChaoticNeutrals/Poppy_Porpoise-1.0-L3-8B' -> 'Nitral-AI/Poppy_Porpoise-1.0-L3-8B'"
"Casual-Autopsy/L3-Umbral-Mind-RP-v3.0-8B","Nitral-AI/Hathor_Tahsin-L3-8B-v0.85","finetune","high","explicit_card | cardData.base_model=Nitral-AI/Hathor_Tahsin-L3-8B-v0.85; cardData.base_model_relation=finetune"
"Casual-Autopsy/L3-Umbral-Mind-RP-v3.0-8B","riveRiPH/L3-Umbral-Mind-RP-v1.0-8B-6.3bpw-h8-exl2","finetune","high","explicit_card | cardData.base_model=Casual-Autopsy/Umbral-Mind-6; cardData.base_model_relation=finetune | validated: base_id 'Casual-Autopsy/Umbral-Mind-6' -> 'riveRiPH/L3-Umbral-Mind-RP-v1.0-8B-6.3bpw-h8-exl2'"
"Casual-Autopsy/L3-Umbral-Mind-RP-v3.0-8B","ResplendentAI/Nymph_8B","finetune","high","explicit_card | cardData.base_model=ResplendentAI/Nymph_8B; cardData.base_model_relation=finetune"
"Casual-Autopsy/L3-Umbral-Mind-RP-v3.0-8B","migtissera/Llama-3-8B-Synthia-v3.5","merge","high","explicit_tag | base_model:merge:migtissera/Llama-3-8B-Synthia-v3.5"
"Casual-Autopsy/L3-Umbral-Mind-RP-v3.0-8B","Nitral-AI/Poppy_Porpoise-1.0-L3-8B","merge","high","explicit_tag | base_model:merge:Nitral-AI/Poppy_Porpoise-1.0-L3-8B"
"Casual-Autopsy/L3-Umbral-Mind-RP-v3.0-8B","Magpie-Align/Llama-3-8B-WizardLM-196K","merge","high","explicit_tag | base_model:merge:Magpie-Align/Llama-3-8B-WizardLM-196K"
"Casual-Autopsy/L3-Umbral-Mind-RP-v3.0-8B","bluuwhale/L3-SthenoMaidBlackroot-8B-V1","merge","high","explicit_tag | base_model:merge:bluuwhale/L3-SthenoMaidBlackroot-8B-V1"
"Casual-Autopsy/L3-Umbral-Mind-RP-v3.0-8B","Cas-Warehouse/Llama-3-SOVL-MopeyMule-8B","merge","high","explicit_tag | base_model:merge:Cas-Warehouse/Llama-3-SOVL-MopeyMule-8B"
"Casual-Autopsy/L3-Umbral-Mind-RP-v3.0-8B","Cas-Warehouse/Llama-3-MopeyMule-Blackroot-8B","merge","high","explicit_tag | base_model:merge:Cas-Warehouse/Llama-3-MopeyMule-Blackroot-8B"
"Casual-Autopsy/L3-Umbral-Mind-RP-v3.0-8B","Casual-Autopsy/L3-Umbral-Mind-RP-v0.3-8B","merge","high","explicit_tag | base_model:merge:Casual-Autopsy/L3-Umbral-Mind-RP-v0.3-8B"
"Casual-Autopsy/L3-Umbral-Mind-RP-v3.0-8B","tannedbum/L3-Nymeria-8B","merge","high","explicit_tag | base_model:merge:tannedbum/L3-Nymeria-8B"
"Casual-Autopsy/L3-Umbral-Mind-RP-v3.0-8B","Cas-Warehouse/Llama-3-SOVL-MopeyMule-Blackroot-8B","merge","high","explicit_tag | base_model:merge:Cas-Warehouse/Llama-3-SOVL-MopeyMule-Blackroot-8B"
"Casual-Autopsy/L3-Umbral-Mind-RP-v3.0-8B","Cas-Warehouse/Llama-3-Mopeyfied-Psychology-8B","merge","high","explicit_tag | base_model:merge:Cas-Warehouse/Llama-3-Mopeyfied-Psychology-8B"
"mergekit-community/L3.1-Athena-a-8B","Skywork/Skywork-o1-Open-Llama-3.1-8B","finetune","high","explicit_card | cardData.base_model=Skywork/Skywork-o1-Open-Llama-3.1-8B; cardData.base_model_relation=finetune"
"mergekit-community/L3.1-Athena-a-8B","nothingiisreal/L3.1-8B-Celeste-V1.5","finetune","high","explicit_card | cardData.base_model=nothingiisreal/L3.1-8B-Celeste-V1.5; cardData.base_model_relation=finetune"
"mergekit-community/L3.1-Athena-a-8B","meta-llama/Llama-3.1-8B-Instruct","finetune","high","explicit_card | cardData.base_model=meta-llama/Llama-3.1-8B-Instruct; cardData.base_model_relation=finetune"
"mergekit-community/L3.1-Athena-a-8B","deepseek-ai/DeepSeek-R1-Distill-Llama-8B","finetune","high","explicit_card | cardData.base_model=deepseek-ai/DeepSeek-R1-Distill-Llama-8B; cardData.base_model_relation=finetune"
"mergekit-community/L3.1-Athena-a-8B","MathGenie/MathCoder2-Llama-3-8B","finetune","high","explicit_card | cardData.base_model=MathGenie/MathCoder2-Llama-3-8B; cardData.base_model_relation=finetune"
"mergekit-community/L3.1-Athena-a-8B","arcee-ai/Llama-3.1-SuperNova-Lite","finetune","high","explicit_card | cardData.base_model=arcee-ai/Llama-3.1-SuperNova-Lite; cardData.base_model_relation=finetune"
"mergekit-community/L3.1-Athena-a-8B","sethuiyer/Llamaverse-3.1-8B-Instruct","finetune","high","explicit_card | cardData.base_model=sethuiyer/Llamaverse-3.1-8B-Instruct; cardData.base_model_relation=finetune"
"mergekit-community/L3.1-Athena-a-8B","AtlaAI/Selene-1-Mini-Llama-3.1-8B","finetune","high","explicit_card | cardData.base_model=AtlaAI/Selene-1-Mini-Llama-3.1-8B; cardData.base_model_relation=finetune"
"mergekit-community/L3.1-Athena-a-8B","Casual-Autopsy/L3-Umbral-Mind-RP-v3.0-8B","finetune","high","explicit_card | cardData.base_model=Casual-Autopsy/L3-Umbral-Mind-RP-v3.0-8B; cardData.base_model_relation=finetune"
"mergekit-community/L3.1-Athena-a-8B","Casual-Autopsy/L3-Super-Nova-RP-8B","finetune","high","explicit_card | cardData.base_model=Casual-Autopsy/L3-Super-Nova-RP-8B; cardData.base_model_relation=finetune"
"mergekit-community/L3.1-Athena-a-8B","ruslandev/llama-3-8b-samantha","finetune","high","explicit_card | cardData.base_model=ruslandev/llama-3-8b-samantha; cardData.base_model_relation=finetune"
"mergekit-community/L3.1-Athena-a-8B","mergekit-community/L3-Boshima-a","finetune","high","explicit_card | cardData.base_model=mergekit-community/L3-Boshima-a; cardData.base_model_relation=finetune"
"mergekit-community/L3.1-Athena-a-8B","meta-llama/Llama-3.1-8B","finetune","high","explicit_card | cardData.base_model=meta-llama/Llama-3.1-8B; cardData.base_model_relation=finetune"
"mergekit-community/L3.1-Athena-a-8B","NousResearch/Hermes-3-Llama-3.1-8B","finetune","high","explicit_card | cardData.base_model=NousResearch/Hermes-3-Llama-3.1-8B; cardData.base_model_relation=finetune"
"mergekit-community/L3.1-Athena-a-8B","Sao10K/L3-8B-Lunaris-v1","finetune","high","explicit_card | cardData.base_model=Sao10K/L3-8B-Lunaris-v1; cardData.base_model_relation=finetune"
"mergekit-community/L3.1-Athena-a-8B","ruslandev/llama-3-8b-samantha","merge","high","explicit_tag | base_model:merge:ruslandev/llama-3-8b-samantha"
"mergekit-community/L3.1-Athena-a-8B","Sao10K/L3-8B-Lunaris-v1","merge","high","explicit_tag | base_model:merge:Sao10K/L3-8B-Lunaris-v1"
"mergekit-community/L3.1-Athena-a-8B","Casual-Autopsy/L3-Umbral-Mind-RP-v3.0-8B","merge","high","explicit_tag | base_model:merge:Casual-Autopsy/L3-Umbral-Mind-RP-v3.0-8B"
"mergekit-community/L3.1-Athena-a-8B","meta-llama/Llama-3.1-8B","merge","high","explicit_tag | base_model:merge:meta-llama/Llama-3.1-8B"
"mergekit-community/L3.1-Athena-a-8B","meta-llama/Llama-3.1-8B-Instruct","merge","high","explicit_tag | base_model:merge:meta-llama/Llama-3.1-8B-Instruct"
"mergekit-community/L3.1-Athena-a-8B","Casual-Autopsy/L3-Super-Nova-RP-8B","merge","high","explicit_tag | base_model:merge:Casual-Autopsy/L3-Super-Nova-RP-8B"
"mergekit-community/L3.1-Athena-a-8B","nothingiisreal/L3.1-8B-Celeste-V1.5","merge","high","explicit_tag | base_model:merge:nothingiisreal/L3.1-8B-Celeste-V1.5"
"mergekit-community/L3.1-Athena-a-8B","NousResearch/Hermes-3-Llama-3.1-8B","merge","high","explicit_tag | base_model:merge:NousResearch/Hermes-3-Llama-3.1-8B"
"mergekit-community/L3.1-Athena-a-8B","mergekit-community/L3-Boshima-a","merge","high","explicit_tag | base_model:merge:mergekit-community/L3-Boshima-a"
"mergekit-community/L3.1-Athena-a-8B","arcee-ai/Llama-3.1-SuperNova-Lite","merge","high","explicit_tag | base_model:merge:arcee-ai/Llama-3.1-SuperNova-Lite"
"mlabonne/NeuralDaredevil-8B-abliterated","mlabonne/Daredevil-8B-abliterated","finetune","high","explicit_card | cardData.base_model=mlabonne/Daredevil-8B-abliterated; cardData.base_model_relation=finetune"
"mergekit-community/L3-Boshima-a","Casual-Autopsy/L3-Deluxe-Scrambled-Eggs-On-Toast-8B","finetune","high","explicit_card | cardData.base_model=Casual-Autopsy/L3-Deluxe-Scrambled-Eggs-On-Toast-8B; cardData.base_model_relation=finetune"
