"model_id","SE_task_name","SE_activity","se_reasoning"
"neurondb-ai/neurondb-postgresql-sql","Code generation","Software implementation","The model card explicitly states its relevance to Software Implementation. The tags include `code-generation` and `text-to-sql`. The ""Intended Use"" section explicitly states the dataset is for ""Fine-tuning LLMs for PostgreSQL SQL and PL/pgSQL code generation"" and ""Building PostgreSQL-aware coding assistants."" Both code generation and building coding assistants are tasks directly associated with the SI phase."
"mradermacher/zen4-coder-pro-i1-GGUF","Coding","Software implementation","The model card explicitly includes the tags ""code"" and ""coding,"" and the base model name is ""zen4-coder-pro."" According to the criteria, any task ""explicitly labeled as... coding"" is considered relevant to the Software Implementation (SI) phase."
"EricSpencer00/chattla-20b-gguf","Specification generation","Requirements engineering","The model card explicitly states it is fine-tuned for ""TLA+ formal specification generation."" According to the provided criteria, ""specification generation"" and ""specification formalization"" are direct indicators of relevance to the Requirements Engineering phase."
"Yuxuan63/MyAwesomeModel-TestRepo","Code generation","Software implementation","The model card's ""Evaluation Results"" table explicitly lists ""Code Generation"" as a benchmarked capability, which is a task directly specified in the criteria for the Software Implementation (SI) phase."
"UrUsualKal/Qwen2.5-Coder-1.5B-Instruct","Coding","Software implementation","The model card and the associated arXiv paper's abstract explicitly state that the model has capabilities in ""code generation,"" ""code fixing,"" and ""coding."" The abstract also mentions ""code completion"" and ""code repair,"" all of which are core tasks within the Software Implementation (SI) phase."
"UrUsualKal/Qwen2.5-Coder-1.5B-Instruct","Code generation","Software implementation","The model card and the associated arXiv paper's abstract explicitly state that the model has capabilities in ""code generation,"" ""code fixing,"" and ""coding."" The abstract also mentions ""code completion"" and ""code repair,"" all of which are core tasks within the Software Implementation (SI) phase."
"ikuiiiiiii/Qwen3-VL-32B-Instruct","Code generation","Software implementation","The model card explicitly mentions a ""Visual Coding Boost"" capability that ""Generates Draw.io/HTML/CSS/JS from images/videos,"" which is a direct form of code generation. Additionally, the associated abstract states that the Qwen3 model family achieves state-of-the-art results in ""code generation"" tasks."
"variopa123/Qwen3-Coder-480B-A35B-Instruct","Code generation","Software implementation","The model card explicitly states it is a ""code model"" designed for ""Agentic Coding"" and ""foundational coding tasks."" Furthermore, the quickstart example demonstrates its capability in code generation with the prompt ""Write a quick sort algorithm,"" and the linked arXiv abstract confirms it was benchmarked on ""code generation"" tasks. These capabilities are all central to the Software Implementation (SI) phase."
"toolevalxm/CodeWeave-LlamaCode","Code generation","Software implementation","The model card explicitly describes the model as a ""code generation model"" and notes it was fine-tuned on a dataset containing ""documentation generation tasks"" and ""API integration patterns."" These tasks are explicitly listed in the criteria as being relevant to the Software Implementation (SI) phase."
"SOTAagi2030/SuperModel-BestCheckpoint","Code generation","Software implementation","The model card explicitly lists ""code generation"" as one of the model's capabilities in the introduction and includes a ""Code Generation"" benchmark in its evaluation results table."
"mlx-community/Qwen3.5-27B-Claude-4.6-Opus-Distilled-MLX-6bit","Code review","Software maintenance","The model card explicitly and repeatedly states that the model is designed for ""code review,"" which is a specified Software Maintenance (SM) task in the criteria. The document provides benchmarks for ""Code Review Reasoning Challenges"" where the model's task is to find bugs in existing code (e.g., race conditions, boundary errors), and the example usage prompt instructs the model to act as an ""expert code reviewer."""
"ZhangHUASBFD/VulnLLM-R-7B","Vulnerability detection","Software quality assurance","The model is explicitly designed for ""software vulnerability detection,"" which is a core task within the Software Quality Assurance (SQA) phase as defined by the criteria. The model card and abstract repeatedly state this purpose and compare its performance to established SQA tools like the static analysis tool CodeQL."
"ZhangHUASBFD/VulnLLM-R-7B","Static analysis","Software quality assurance","The model is explicitly designed for ""software vulnerability detection,"" which is a core task within the Software Quality Assurance (SQA) phase as defined by the criteria. The model card and abstract repeatedly state this purpose and compare its performance to established SQA tools like the static analysis tool CodeQL."
"toolevalxm/CodeWeave-QwenCoder","Code generation","Software implementation","The model card explicitly describes the model as a ""code generation model"" fine-tuned on ""programming exercises"" and ""development tasks."" Code generation is a listed criterion for relevance to the Software Implementation (SI) phase."
"toolevalxm/CodeWeave-QwenCoder","Code review","Software maintenance","The model card states it was fine-tuned on a dataset that includes ""Code review and refactoring examples."" Code review and refactoring (a form of perfective/preventive maintenance) are explicit Software Maintenance (SM) activities listed in the criteria."
"sequelbox/Qwen3.5-27B-DAG-Reasoning","Information security","Software quality assurance","The model card explicitly demonstrates applicability to the SQA phase through its example prompts. Two of the provided examples task the model with performing root-cause analysis on software security issues: one involving a Log4j vulnerability missed due to an incorrect Software Bill of Materials (SBOM), and another concerning a cryptojacking attack resulting from an exposed API key. These tasks directly relate to SQA activities such as vulnerability management and security analysis."
"TheDevil123456789/Fikr-Code-v1-GGUF","Coding","Software implementation","The model card explicitly states that the model is a ""reasoning-focused coding assistant"" trained to ""solve complex coding tasks"" and ""outputting code,"" which are core activities of the Software Implementation phase."
"zsjTiger/MiniMax-M2.5","Code review","Software maintenance","The model card explicitly mentions ""bug-fixing"" and ""code review"" as capabilities. Furthermore, it highlights the model's state-of-the-art performance on the SWE-Bench benchmark, which evaluates a model's ability to resolve real-world software engineering issues from GitHub, a core activity in software maintenance."
"zsjTiger/MiniMax-M2.5","System design","Software design","The model card explicitly states that M2.5 has the ""ability to think and plan like an architect"" and that before writing code, it ""actively decomposes and plans the features, structure, and UI design of the project."" Furthermore, it mentions the model delivers performance in ""0-to-1 system design,"" which are core activities of the Software Design phase."
"Uthaiah/CodeLlama-34b-Instruct-hf","Code completion","Software implementation","The model card explicitly states that the model is designed for ""general code synthesis and understanding"" and lists ""Code completion"" as a capability. The associated paper's abstract further supports this by mentioning its ""infilling capabilities"" and performance on code benchmarks like HumanEval and MBPP, which directly evaluate programming tasks relevant to software implementation."
"iwamu/bert-data-analyst-matcher","Code search","Software implementation","The model card explicitly lists `Code Search (code_search_net)` as one of its training datasets. Code search is a task that directly supports the Software Implementation (SI) phase according to the provided criteria."
"Zephyr271828/SDAR-4B-Chat-MTP","Code generation","Software implementation","The model card includes a performance table comparing SDAR models against others on the HumanEval benchmark. HumanEval is a benchmark for evaluating code generation capabilities, which is a task explicitly defined as relevant to the Software Implementation (SI) phase in the criteria."
"Decosin/Qwen3.5-397B-A17B","Verification","Software quality assurance","The model card includes benchmark results for ""SecCodeBench"" under the ""Coding Agent"" section, which evaluates models on tasks such as code vulnerability detection. Vulnerability detection is an explicit Software Quality Assurance (SQA) task according to the provided criteria."
"juanmcristobal/e5-large-v2-mitre","Static analysis","Software quality assurance","The model card's widget examples provide explicit evidence of its relevance to SQA. One example sentence is ""native library ('defcome-lib.so') is to keep the C2 server information encoded and hidden from static analysis tools"". ""Static analysis"" is an SQA task listed in the criteria. Furthermore, the model's focus on identifying semantic similarity between descriptions of cybersecurity tactics and vulnerabilities (like CVEs) directly supports SQA tasks such as ""vulnerability detection"" and ""security testing""."
"RedneckBOT/typescript-slm-7b-reasoning-full","Code generation","Software implementation","The model card explicitly states its primary intended uses are ""TypeScript reasoning, debugging, refactoring, and guided code generation."" These tasks, particularly code generation, debugging, and refactoring (a form of code editing), are central to the Software Implementation (SI) phase."
"AweAI-Team/Scale-SWE-Agent","Test generation","Software quality assurance","The model is trained on the ScaleSWE dataset, which is explicitly constructed using a workflow that includes a ""test creation"" agent and contains SQA-related artifacts like `FAIL_TO_PASS` unit tests and `f2p_patch` (fail-to-pass test patches). The model's primary task is to resolve bugs based on a problem description, which directly relates to the SQA tasks of ""bug localization"" and ""fault localization,"" and its success is measured by passing tests, which is a form of ""verification"" and ""software testing""."
"sandeshrajx/Qwen3.5-24B-A3B-REAP-0.32-GGUF","Code generation","Software implementation","The model card explicitly states that the model ""maintains the core reasoning and coding capabilities"" of the base architecture. Furthermore, the abstract of the associated arXiv paper states that the REAP method used to create this model achieves ""near-lossless compression on code generation... tasks."" Both ""coding"" and ""code generation"" are explicit criteria for relevance to the Software Implementation phase."
"lx00/Qwen3-4B-Instruct-2507","Code generation","Software implementation","The model card explicitly states ""significant improvements in ... coding"" and includes a ""Coding"" section in its performance table with benchmarks like LiveCodeBench, MultiPL-E, and Aider-Polyglot. Additionally, the associated arXiv paper abstract states the model achieves state-of-the-art results in tasks including ""code generation,"" which is a core activity in the Software Implementation phase."
"sanjanajk1976/distillbert-intent-classifier","Code generation","Software implementation","The model card explicitly states its purpose is to classify developer instructions, including routing requests for ""calling an LLM for code generation,"" ""dictating code,"" and performing code editing actions such as ""undo"" and ""redo,"" which are all tasks directly supporting the Software Implementation phase."
"DigitalSynapse/Yuan3.0-Ultra-int4","Data analysis","Software implementation","The model card explicitly states that the model has the capability for ""Database Query Statement Generation (Text-to-SQL)"" and was evaluated on the Spider 1.0 and BIRD benchmarks. Text-to-SQL is a form of code generation, which is a task directly applicable to the Software Implementation (SI) phase."
"DC2H-Uhim/Qwen3-8B","Code generation","Software implementation","The model card explicitly states under ""Qwen3 Highlights"" that the model features a ""thinking mode (for complex logical reasoning, math, and coding)"" and has ""Significantly enhancement in its reasoning capabilities... on mathematics, code generation, and commonsense logical reasoning."" Both ""coding"" and ""code generation"" are listed in the criteria as tasks relevant to the Software Implementation phase."
"np-deploys/Qwen3-VL-30B-A3B-Instruct-FP8","Code generation","Software implementation","The model card explicitly lists a ""Visual Coding Boost"" feature that ""Generates Draw.io/HTML/CSS/JS from images/videos,"" which is a form of code generation. Additionally, the associated arXiv paper abstract states that the Qwen3 model family achieves state-of-the-art results on benchmarks for tasks including ""code generation."""
"np-deploys/Qwen3-VL-30B-A3B-Instruct","Code generation","Software implementation","The model card explicitly lists ""Visual Coding Boost"" as a key enhancement, which ""Generates Draw.io/HTML/CSS/JS from images/videos"". Additionally, the associated arXiv paper abstract states the model achieves state-of-the-art results in ""code generation"" tasks. Code generation is an explicit criterion for relevance to the Software Implementation (SI) phase."
"7886542asd/all-MiniLM-L6-v2","Code search","Software implementation","The model card's ""Training data"" section explicitly states that the model was fine-tuned on the `code_search_net` dataset. The task of ""code search"" is listed as a relevant activity for the Software Implementation (SI) phase in the provided criteria."
"Brigham-Young-University/Qwen3-Coder-30B-A3B-Ilograph-Instruct","System design","Software design","The model is specialized in generating Ilograph Diagram Language (IDL) specifications from natural language. According to the model card, this is used for creating diagrams that describe ""resources, relationships, and sequences."" The card also explicitly mentions its potential use for ""system design"" and ""system diagrams,"" which are core activities within the Software Design (SD) phase."
"DJLougen/Nemotron-Research-GooseReason-4B-Instruct-MLX-16bit","Code generation","Software implementation","The model card explicitly lists ""Code Generation"" as a key capability and mentions its competitive performance on code generation benchmarks like LiveCodeBench and HumanEval."
"JamesQuartz/QT_V.2_Code_114K","Coding","Software implementation","The model card explicitly states under the ""When to Use This Variant"" section that it is ""designed for multilingual coding assistants and code generation models."" Both ""coding"" and ""code generation"" are listed as relevant tasks for the Software Implementation (SI) phase in the provided criteria."
"JamesQuartz/QT_V.2_Code_114K","Code generation","Software implementation","The model card explicitly states under the ""When to Use This Variant"" section that it is ""designed for multilingual coding assistants and code generation models."" Both ""coding"" and ""code generation"" are listed as relevant tasks for the Software Implementation (SI) phase in the provided criteria."
"tyfsadik/tyf-ai","Code generation","Software implementation","The model card explicitly lists ""Professional Coding"" and ""production-ready code generation"" as core capabilities. It provides a specific use case example for ""Professional Code Generation,"" reports a benchmark score on HumanEval for ""Python coding capability,"" and states that its training dataset was curated to focus on ""Code generation and debugging."" These are direct matches to the specified criteria for the Software Implementation (SI) phase."
"ronantakizawa/codereview-qwen32b","Code review","Software maintenance","The model card explicitly states it is ""fine-tuned for code review."" Code review is listed as a relevant task for the Software Maintenance (SM) phase in the provided criteria."
"ronantakizawa/codereview-qwen32b-adapter","Code review","Software maintenance","The model is explicitly specialized for ""code review,"" a task listed in the Software Maintenance criteria. Furthermore, its training tasks include ""Code Refinement"" (a form of code revision) and it generates comment types such as ""issue,"" ""refactoring,"" and ""security,"" which directly correspond to corrective, perfective, and preventive maintenance activities."
"Agnivarcas/Nanbeige4.1-3B-reasoning-finetuned","Coding","Software implementation","The model card explicitly demonstrates a code generation capability, a core task of the Software Implementation phase, under the ""Inference Examples"" section, stating it ""Produced clean class-based min-heap."" Furthermore, the abstract of the base model, on which this model is fine-tuned, states it achieves strong ""code generation"" and was designed for it."
"Agnivarcas/Nanbeige4.1-3B-reasoning-finetuned","Code generation","Software implementation","The model card explicitly demonstrates a code generation capability, a core task of the Software Implementation phase, under the ""Inference Examples"" section, stating it ""Produced clean class-based min-heap."" Furthermore, the abstract of the base model, on which this model is fine-tuned, states it achieves strong ""code generation"" and was designed for it."
"cccccccccc418/Qwen3-VL-4B-Thinking-GGUF","Code generation","Software implementation","The model card explicitly states a ""Visual Coding Boost"" capability which ""Generates Draw.io/HTML/CSS/JS from images/videos"". Furthermore, the associated arXiv abstract mentions that the Qwen3 model family achieves state-of-the-art results on tasks including ""code generation"". Code generation is a primary activity in the Software Implementation (SI) phase."
"MurphyA/MiniMax-M2.5","Code review","Software maintenance","The model card explicitly mentions its capabilities in ""bug-fixing"" and ""comprehensive code review,"" which are core Software Maintenance tasks. It also highlights its state-of-the-art performance on the SWE-Bench Verified benchmark, which is designed to evaluate models on resolving real-world software issues and bug fixes from GitHub repositories."
"MurphyA/MiniMax-M2.5","System design","Software design","The model card explicitly states that the model has the ""ability to think and plan like an architect"" and that it ""actively decomposes and plans the features, structure, and UI design of the project from the perspective of an experienced software architect."" This directly relates to software architectural design, a core activity of the Software Design (SD) phase."
"VermouthDry/Qwen3-VL-235B-A22B-Instruct","Code generation","Software implementation","The model card explicitly lists a ""Visual Coding Boost"" feature that ""Generates Draw.io/HTML/CSS/JS from images/videos,"" which is a direct form of code generation. Furthermore, the abstract from the associated paper states the model achieves state-of-the-art results in ""code generation"" tasks."
"lordofsinqwde/Qwen3-4B","Code generation","Software implementation","The model card explicitly states that the model's ""thinking mode"" is for tasks including ""coding"" and that the model has seen ""significant enhancement"" in ""code generation"". Both ""coding"" and ""code generation"" are listed as relevant SI tasks in the criteria. Additionally, the card mentions the use of a ""code_interpreter"" tool, which is directly related to implementation."
"slymi123/Qwen3-4B-Instruct-2507-heretic","Code generation","Software implementation","The model card explicitly lists ""coding"" as an area of significant improvement and presents performance results on several coding benchmarks (LiveCodeBench, MultiPL-E, Aider-Polyglot). Additionally, the linked arXiv paper abstract states the model family achieves state-of-the-art results in tasks including ""code generation,"" which is a core activity of the Software Implementation phase."
"VuNiti/VuMos-10B-Thinking-Vision","Data analysis","Software implementation","The model card explicitly lists ""Advanced Programming: Execute coding tasks"" as one of its capabilities, which directly supports the process of implementing a software solution through code."
"davidjbarnes/bridge-cli","Code generation","Software implementation","The model card explicitly describes the model as a ""Fine-tuned Code Generation Model,"" which is a task directly listed in the criteria as relevant to the Software Implementation (SI) phase."
"Vittal-M/Qwen2.5-3B-MCP-Pentest","Verification","Software quality assurance","The model is explicitly designed for ""penetration testing tool selection"" to automate security testing tasks. Its supported tools directly map to SQA activities defined in the criteria, including `sast_scan` for ""static analysis,"" and `sqli_check`, `xss_check`, and `sbom_analysis` for ""vulnerability detection"" and ""security testing."""
"Vittal-M/Qwen2.5-3B-MCP-Pentest","Static analysis","Software quality assurance","The model is explicitly designed for ""penetration testing tool selection"" to automate security testing tasks. Its supported tools directly map to SQA activities defined in the criteria, including `sast_scan` for ""static analysis,"" and `sqli_check`, `xss_check`, and `sbom_analysis` for ""vulnerability detection"" and ""security testing."""
"Vittal-M/Qwen2.5-3B-MCP-Pentest","Construction for security","Software quality assurance","The model is explicitly designed for ""penetration testing tool selection"" to automate security testing tasks. Its supported tools directly map to SQA activities defined in the criteria, including `sast_scan` for ""static analysis,"" and `sqli_check`, `xss_check`, and `sbom_analysis` for ""vulnerability detection"" and ""security testing."""
"TendieLabs/Fred-7B","Code generation","Software implementation","The model card's ""Intended Use"" section explicitly states that the model is well-suited for ""Code generation,"" which is a primary task within the Software Implementation (SI) phase according to the provided criteria."
"EricSpencer00/chattla-20b","Verification","Software quality assurance","The model is specialized in generating TLA+ formal specifications, which are used for the formal verification of systems. The model card explicitly mentions its purpose is to ""mathematically verify distributed systems"" and its tags include ""formal-verification"". Formal verification is a key activity within the Software Quality Assurance (SQA) phase to ensure a system behaves correctly."
"EricSpencer00/chattla-20b","Rapid prototyping","Software design","The model generates TLA+ formal specifications from plain-English descriptions of systems. Creating a formal specification is a core activity in the Software Design (SD) phase, as it involves defining and verifying the high-level design and architecture of a system before it is implemented. This directly aligns with the process of transforming requirements into a detailed design specification."
"EricSpencer00/chattla-20b","Specification generation","Requirements engineering","The model's explicit purpose is to generate ""TLA+ formal specifications"" from a ""plain-English description of a ... system"". This directly corresponds to the criteria of ""specification generation"" and ""specification formalization,"" which are core activities within the Requirements Engineering phase."
"DJLougen/LocoOperator-4B-NVFP4","Code generation","Software implementation","The model card explicitly states in the ""Intended Use"" section that the model is ""Best suited for... Code generation,"" which is a primary task within the Software Implementation phase."
"ashishpsingh/Phi-3.5-mini-instruct","Coding","Software implementation","The model card explicitly evaluates the model on Software Implementation tasks. The ""Benchmarks"" section includes a category for ""Code Generation"" with results for HumanEval and MBPP, and the ""Long Context"" section presents results for ""RepoQA: a benchmark for long context code understanding"". Both ""code generation"" and ""code understanding"" are specified as relevant SI tasks in the criteria."
"ashishpsingh/Phi-3.5-mini-instruct","Code generation","Software implementation","The model card explicitly evaluates the model on Software Implementation tasks. The ""Benchmarks"" section includes a category for ""Code Generation"" with results for HumanEval and MBPP, and the ""Long Context"" section presents results for ""RepoQA: a benchmark for long context code understanding"". Both ""code generation"" and ""code understanding"" are specified as relevant SI tasks in the criteria."
"laion/Qwen3-32B-R2EGYM-256-3epochs","Coding","Software implementation","The model card explicitly states the model was trained on ""coding... tasks,"" is a ""terminal-based coding agent,"" and is designed to ""solve programming tasks,"" all of which are core activities of the Software Implementation (SI) phase."
"Emil333456/Qwen3-VL-4B-Instruct","Code generation","Software implementation","The model card explicitly states a ""Visual Coding Boost"" feature that ""Generates Draw.io/HTML/CSS/JS from images/videos,"" which is a form of code generation. Additionally, the associated arXiv abstract mentions that the model achieves state-of-the-art results on benchmarks for ""code generation."" Both of these are explicit Software Implementation (SI) tasks."
"Mohamedabul/Qwen2.5-3B-CyberSecurity-Instruct","Information security","Software quality assurance","The model is explicitly designed for ""advanced cybersecurity analysis,"" including ""Vulnerability Triage"" and ""Exploit Reverse-Engineering."" These tasks directly support vulnerability management and security testing, which are core activities within the Software Quality Assurance (SQA) phase as defined by the criteria."
"Swarnimm22HF/ai-code-review-tinyllama","Code review","Software maintenance","The model card explicitly states the model is an ""AI Code Review Assistant"" and is fine-tuned for ""automated Python code review."" The task of ""code review"" is explicitly listed in the criteria as a relevant activity for the Software Maintenance (SM) phase."
"amkkk/Qwen3.5-0.8B-Opus-Distill-abliterated","Data analysis","Software implementation","The model card provides an example where the model is prompted to ""Develop a social media bot..."" and it responds by generating Python code snippets for the bot's configuration. This is a direct demonstration of code generation, which is an explicit criterion for applicability to the Software Implementation phase."
"klyrone/Chimera","Code generation","Software implementation","The model card explicitly states under ""Key Features"" that its expert networks are optimized for ""code generation"" and lists ""code generation"" as an ""Intended Use,"" which is a primary task within the Software Implementation (SI) phase."
"inference-optimization/MiniMax-M2.5-BF16","Code review","Software maintenance","The model card explicitly states its capabilities include ""bug-fixing,"" ""feature iteration,"" and ""comprehensive code review,"" all of which are software maintenance tasks. Additionally, it highlights its state-of-the-art performance on SWE-Bench, a benchmark designed to evaluate models on resolving real-world software issues."
"inference-optimization/MiniMax-M2.5-BF16","System design","Software design","The model card explicitly states its ability to ""think and plan like an architect."" It further details that ""before writing any code, M2.5 actively decomposes and plans the features, structure, and UI design of the project from the perspective of an experienced software architect,"" and delivers performance in ""0-to-1 system design,"" which are core activities of the Software Design phase."
"zhyang/test","Code generation","Software implementation","The model card explicitly lists ""coding"" as a key enhancement and includes a ""Coding"" section in its performance table, showing results on benchmarks like LiveCodeBench and MultiPL-E. Additionally, the linked arXiv paper abstract states the model achieves state-of-the-art results in ""code generation."""
"cdreetz/Qwen3-VL-8B-Instruct","Code generation","Software implementation","The model card explicitly mentions a ""Visual Coding Boost"" capability that ""Generates Draw.io/HTML/CSS/JS from images/videos,"" and the abstract states that the model achieves state-of-the-art results in ""code generation"" tasks, both of which are core activities of the Software Implementation phase."
"sh0ck0r/Qwen3-VL-8B-Instruct-heretic","Code generation","Software implementation","The model card explicitly mentions a ""Visual Coding Boost"" feature that ""Generates Draw.io/HTML/CSS/JS from images/videos"", and the associated arXiv paper abstract states the model was evaluated on and achieves state-of-the-art results in ""code generation"" tasks."
"sh0ck0r/Qwen3-VL-2B-Thinking-heretic","Code generation","Software implementation","The model card explicitly mentions a ""Visual Coding Boost"" feature that ""Generates Draw.io/HTML/CSS/JS from images/videos,"" which is a form of code generation. Additionally, the associated arXiv paper abstract states that the Qwen3 model family achieves state-of-the-art results in ""code generation"" tasks."
"SOTAagi2030/MyAwesomeModel-Release","Code generation","Software implementation","The model card's evaluation table explicitly lists ""Code Generation"" as a benchmarked capability under ""Generation Tasks,"" which is a key activity within the Software Implementation (SI) phase as defined by the criteria."
"chengyuan251225/MyAwesomeModel-TestRepo","Code generation","Software implementation","The model card's evaluation table explicitly lists ""Code Generation"" as a benchmark on which the model was evaluated, and this task is a direct part of the Software Implementation (SI) phase."
"Donquixxx/Qwen3-8B-Base","Code generation","Software implementation","The associated arXiv paper abstract explicitly states that the model achieves ""state-of-the-art results across diverse benchmarks, including tasks in code generation,"" which is a core activity of the Software Implementation phase. Additionally, the model card notes that the pre-training corpus includes ""coding"" data and a specific pre-training stage focuses on improving ""coding"" skills."
"sh0ck0r/Qwen3-VL-4B-Instruct-heretic","Code generation","Software implementation","The model card explicitly states a ""Visual Coding Boost"" feature that ""Generates Draw.io/HTML/CSS/JS from images/videos,"" which is a direct code generation task. Additionally, the linked arXiv paper abstract mentions that the Qwen3 model family achieves state-of-the-art results in tasks including ""code generation."""
"sh0ck0r/Qwen3-VL-4B-Thinking-heretic","Code generation","Software implementation","The model card explicitly lists a ""Visual Coding Boost"" feature that ""Generates Draw.io/HTML/CSS/JS from images/videos."" Furthermore, the abstract from the associated arXiv paper states that the model achieves state-of-the-art results on tasks including ""code generation."" Both of these are direct forms of software implementation."
"dealignai/Qwen3.5-VL-27B-4bit-MLX-CRACK","Code generation","Software implementation","The model card explicitly states under the ""Test Results"" section that the model passed an evaluation for ""Code generation"". Additionally, the ""Support dealignai"" section mentions that ""These models are specifically crafted to be excellent coders"". Both ""Code generation"" and ""coders"" are direct applications within the Software Implementation (SI) phase."
"sathishphdai/qa-engineer-slm-5m","Testing automation","Software quality assurance","The model card explicitly states it is a ""Role-Based Small Language Model"" trained ""for the QA Engineer role."" Furthermore, it includes tags such as ""qa,"" ""testing,"" ""automation,"" ""quality-assurance,"" and ""selenium"" (a popular test automation framework), all of which are core activities within the Software Quality Assurance phase."
"sathishphdai/sdlc-slm-5m","System design","Software design","The model card explicitly states in its ""Model Description"" section that it is designed to answer questions about ""System Design,"" which includes topics like ""Architecture patterns, microservices, [and] API design."" These are core activities of the Software Design (SD) phase."
"sathishphdai/sdlc-slm-5m","Architecture pattern","Software design","The model card explicitly states in its ""Model Description"" section that it is designed to answer questions about ""System Design,"" which includes topics like ""Architecture patterns, microservices, [and] API design."" These are core activities of the Software Design (SD) phase."
"imsuprtwo2/FastBit-450M-DeepCoder","Code generation","Software implementation","The model card explicitly states it is designed for ""Python code generation,"" a task directly listed in the provided criteria for the Software Implementation (SI) phase."
"fabriziosalmi/mini-coder-1.7b-mlx-4bit","Code generation","Software implementation","The model card explicitly includes a ""code-generation"" tag and provides a sample script titled ""quick Python script to generate code,"" which demonstrates generating a Python function from a natural language prompt. This directly corresponds to the code generation task, a core activity of the Software Implementation (SI) phase."
"Harveyuyu/all-MiniLM-L6-v2","Code search","Software implementation","The model's training data explicitly includes the ""Code Search"" dataset (`code_search_net`). This directly supports the ""code search"" task, which is listed as a relevant activity for the Software Implementation (SI) phase."
"rigour-labs/rigour-lite-v5-gguf","Verification","Software quality assurance","The model card explicitly states it is fine-tuned ""for code quality analysis"" and includes a `code-quality` tag, which is a direct task within the Software Quality Assurance (SQA) phase."
"rigour-labs/rigour-deep-v5-gguf","Verification","Software quality assurance","The model card explicitly states that the model is ""Fine-tuned... for code quality analysis"" and includes a `code-quality` tag. Code quality analysis is a core task within the Software Quality Assurance (SQA) phase, aligning with the criterion that lists ""software quality"" and ""quality assurance"" as relevant activities."
"pannagkv/icebreaker-v2","Information security","Software quality assurance","The model is described as an ""Autonomous penetration testing AI agent"" intended for ""authorized penetration testing engagements"" and ""security research."" Penetration testing is a form of security testing, which is an explicit task within the Software Quality Assurance (SQA) phase as defined in the provided criteria."
"pannagkv/icebreaker-v2","Construction for security","Software quality assurance","The model is described as an ""Autonomous penetration testing AI agent"" intended for ""authorized penetration testing engagements"" and ""security research."" Penetration testing is a form of security testing, which is an explicit task within the Software Quality Assurance (SQA) phase as defined in the provided criteria."
"XiaoHe021/starvector-1b-im2svg","Code generation","Software implementation","The model card and abstract explicitly state that the model's primary function is ""generating Scalable Vector Graphics (SVG) code"" and it ""integrates Code Generation Large Language Models (CodeLLMs)"". ""Code generation"" is a task directly listed in the provided criteria for the Software Implementation (SI) phase."
"sh0ck0r/Qwen3-VL-8B-Thinking-heretic","Code generation","Software implementation","The model card explicitly states a ""Visual Coding Boost"" capability, which ""Generates Draw.io/HTML/CSS/JS from images/videos."" Additionally, the abstract from the associated arXiv paper states that the Qwen3 model family achieves state-of-the-art results in tasks including ""code generation."" Both of these fall under the specified criteria for the Software Implementation (SI) phase."
"Trophimus/Qwen3.5-397B-A17B","Verification","Software quality assurance","The model card's benchmark results show it has been evaluated on `SecCodeBench` under the ""Coding Agent"" category, which assesses a model's ability to handle secure coding tasks such as vulnerability detection and patching, tasks that are central to the Software Quality Assurance (SQA) phase."
"s0ck3t/CyberSec-Assistant-3B","Verification","Software quality assurance","The model card explicitly details its applicability to the SQA phase through its ""DevSecOps"" capabilities. Specifically, the ""Example 4: DevSecOps Pipeline"" output describes integrating security checks like SAST (Static Analysis), DAST (Dynamic Analysis), and dependency scanning into a CI/CD pipeline. Furthermore, the ""Use Cases"" section lists ""Application Security"" and ""DevSecOps Engineers,"" with tasks including secure coding guidance (OWASP Top 10), code review checklists, and CI/CD pipeline security integration, all of which are core activities within the SQA phase."
"s0ck3t/CyberSec-Assistant-3B","Logging","Software maintenance","The model card explicitly details its applicability to Software Maintenance tasks. For instance, in the ""Use Cases"" section under ""Application Security,"" it lists providing ""**Code review checklists**,"" a direct match with the specified criteria. Furthermore, the ""DevSecOps Pipeline"" example output describes integrating SAST (Static Analysis), DAST (Dynamic Analysis), and dependency scanning to find security issues, which are core activities for identifying defects that need to be addressed during maintenance. The ""Incident Response"" example also includes the explicit SM step ""Patch vulnerabilities that allowed initial access."""
"s0ck3t/CyberSec-Assistant-3B","Code generation","Software implementation","The model card explicitly lists ""Secure coding guidance (OWASP Top 10 prevention)"" as a use case under ""Development & DevSecOps"". Furthermore, Example 6 (""OWASP Top 10 - Injection"") and Example 10 (""AI Security - Prompt Injection"") demonstrate this capability by generating Python code snippets for secure implementation. The ""Limitations"" section also confirms this by stating ""Limited Code Generation"", acknowledging the model has this function."
"s0ck3t/CyberSec-Assistant-3B","Code review","Software maintenance","The model card explicitly details its applicability to Software Maintenance tasks. For instance, in the ""Use Cases"" section under ""Application Security,"" it lists providing ""**Code review checklists**,"" a direct match with the specified criteria. Furthermore, the ""DevSecOps Pipeline"" example output describes integrating SAST (Static Analysis), DAST (Dynamic Analysis), and dependency scanning to find security issues, which are core activities for identifying defects that need to be addressed during maintenance. The ""Incident Response"" example also includes the explicit SM step ""Patch vulnerabilities that allowed initial access."""
