entity_id,entity_type,issues,status
Undi95/Meta-Llama-3.1-8B-Claude,Model,created_user_node;user_published_model;model_defined_for,ok
Skywork/Skywork-o1-Open-Llama-3.1-8B,Model,created_user_node;user_published_model;model_defined_for,ok
mergekit-community/good_mix_model_Stock,Model,created_user_node;user_published_model;model_defined_for;created_paper_stub;model_cites_paper,ok
Pedro13543/mega_blend_model,Model,created_user_node;user_published_model;model_defined_for;model_cites_paper,ok
mergekit-community/L3.1-Athena-d-8B,Model,user_published_model;model_defined_for;model_cites_paper,ok
Qwen/Qwen3-Next-80B-A3B-Thinking,Model,user_published_model;model_defined_for;model_cites_paper;model_cites_paper;model_cites_paper,ok
deepseek-ai/DeepSeek-V2,Model,user_published_model;model_defined_for;created_paper_stub;model_cites_paper;created_paper_stub;model_cites_paper,ok
m-a-p/OpenCodeInterpreter-DS-1.3B,Model,user_published_model;model_defined_for;model_cites_paper,ok
WinkingFace/Mit-0.5B,Model,user_published_model,ok
trollek/NinjaMouse-3B-40L-danube,Model,created_user_node;user_published_model;model_defined_for;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on,ok
mradermacher/Athene-codegemma-2-7b-it-alpaca-v1.1-GGUF,Model,user_published_model,ok
ServiceNow-AI/Apriel-1.5-15b-Thinker,Model,created_user_node;user_published_model;model_defined_for;model_cites_paper,ok
Qwen/Qwen2.5-Math-1.5B,Model,user_published_model;model_defined_for;model_cites_paper,ok
eggbiscuit/DeepSeek-R1-Distill-Qwen2.5-3B-Instruct-BS17K,Model,created_user_node;user_published_model,ok
D1rtyB1rd/Egregore-Alice-RP-NSFW-12B,Model,user_published_model,ok
openlm-research/open_llama_3b,Model,user_published_model;model_defined_for;model_trained_on;model_cites_paper,ok
bigscience/bloomz-1b7,Model,user_published_model;model_defined_for;model_trained_on;model_cites_paper,ok
mradermacher/Qwen3-Yoyo-V4-42B-A3B-Thinking-TOTAL-RECALL-PKDick-V-i1-GGUF,Model,user_published_model;model_trained_on,ok
AS-SiliconMind/SiliconMind-V1-Olmo-3-7B-Think,Model,user_published_model;model_defined_for,ok
TechxGenus/CursorCore-Yi-1.5B-LC,Model,user_published_model;model_defined_for;model_cites_paper,ok
tiiuae/Falcon3-10B-Base,Model,user_published_model;model_defined_for,ok
nvidia/Llama-3.1-Minitron-4B-Width-Base,Model,user_published_model;model_defined_for;model_cites_paper;model_cites_paper;model_cites_paper,ok
Andycurrent/Gemma-3-1B-it-GLM-4.7-Flash-Heretic-Uncensored-Thinking_GGUF,Model,user_published_model;model_defined_for,ok
AlicanKiraz0/Seneca-Cybersecurity-LLM_x_Qwen2.5-7B-CyberSecurity,Model,created_user_node;user_published_model;model_defined_for;model_cites_paper,ok
cardiffnlp/twitter-roberta-base-sentiment,Model,created_user_node;user_published_model;model_defined_for;created_dataset_stub;model_trained_on;created_paper_stub;model_cites_paper,ok
JetBrains/deepseek-coder-1.3B-kexer,Model,user_published_model;model_defined_for;model_trained_on,ok
microsoft/mpnet-base,Model,user_published_model;model_defined_for,ok
motexture/SmolLCoder-1.7B-Instruct,Model,created_user_node;user_published_model;model_defined_for;model_trained_on,ok
autogluon/mitra-regressor,Model,created_user_node;user_published_model;created_task_node;model_defined_for;created_paper_stub;model_cites_paper,ok
allenai/OLMo-2-0425-1B-Instruct,Model,user_published_model;model_defined_for;created_dataset_stub;model_trained_on;model_cites_paper;model_cites_paper,ok
unsloth/DeepSeek-R1-Distill-Llama-8B-unsloth-bnb-4bit,Model,user_published_model;model_defined_for,ok
alamios/Mistral-Small-3.1-DRAFT-0.5B,Model,created_user_node;user_published_model;model_defined_for;created_dataset_stub;model_trained_on,ok
nightmedia/Qwen3-Zero-Coder-Reasoning-0.8B-q8-mlx,Model,user_published_model;model_defined_for,ok
facebook/opt-1.3b,Model,user_published_model;model_defined_for;model_cites_paper;model_cites_paper,ok
mistralai/Devstral-Small-2-24B-Instruct-2512,Model,user_published_model;model_cites_paper,ok
LiquidAI/LFM2.5-1.2B-Instruct,Model,created_user_node;user_published_model;model_defined_for;created_paper_stub;model_cites_paper,ok
openlm-research/open_llama_7b_v2,Model,user_published_model;model_defined_for;model_trained_on;model_trained_on;model_trained_on;model_cites_paper,ok
anas-awadalla/mpt-7b,Model,created_user_node;user_published_model;model_defined_for,ok
nightmedia/Qwen3-DND-LoveCraft-Master-of-Horror-Jan-v1-256k-ctx-8B-qx86-mlx,Model,user_published_model;model_defined_for,ok
alibaba-pai/Qwen2-7B-Instruct-Refine,Model,user_published_model;model_defined_for;created_paper_stub;model_cites_paper,ok
microsoft/OmniParser,Model,user_published_model;model_defined_for;created_paper_stub;model_cites_paper,ok
rohitnagareddy/AdbhutMOE,Model,user_published_model;model_defined_for,ok
Goekdeniz-Guelmez/Josiefied-Qwen3-0.6B-abliterated-v1,Model,user_published_model;model_defined_for,ok
mrfakename/qwen3-0.6b-writing,Model,user_published_model,ok
XuezhaOrg/Qwen3Novel-0.6B,Model,created_user_node;user_published_model,ok
marcuscedricridia/Qwill-0.6b-IT,Model,created_user_node;user_published_model;model_defined_for,ok
lunahr/Qwen3-0.6B-Medical-Expert-abliterated,Model,user_published_model;model_defined_for;model_trained_on,ok
mrfakename/dreamwriter-0.6b-beta,Model,user_published_model;model_defined_for,ok
WeiboAI/VibeThinker-1.5B,Model,created_user_node;user_published_model;model_defined_for;model_cites_paper,ok
AS-SiliconMind/SiliconMind-V1-Qwen2.5-C-7B-I,Model,user_published_model;model_defined_for,ok
Alibaba-NLP/gte-Qwen2-1.5B-instruct,Model,created_user_node;user_published_model;model_defined_for;created_paper_stub;model_cites_paper,ok
zai-org/GLM-4.5-Air-FP8,Model,user_published_model;model_defined_for;model_cites_paper,ok
mradermacher/Viet-Sailor-4B-Instruct-GGUF,Model,user_published_model;created_dataset_stub;model_trained_on;created_dataset_stub;model_trained_on;created_dataset_stub;model_trained_on;created_dataset_stub;model_trained_on;created_dataset_stub;model_trained_on;created_dataset_stub;model_trained_on;created_dataset_stub;model_trained_on;created_dataset_stub;model_trained_on;created_dataset_stub;model_trained_on;created_dataset_stub;model_trained_on,ok
unsloth/Llama-3.1-8B-Instruct-bnb-4bit,Model,user_published_model;model_defined_for;model_cites_paper,ok
bigcode/starencoder,Model,user_published_model;model_cites_paper,ok
huawei-noah/TinyBERT_General_4L_312D,Model,user_published_model;created_paper_stub;model_cites_paper,ok
wenbopan/Faro-Yi-9B,Model,created_user_node;user_published_model;model_defined_for;created_dataset_stub;model_trained_on;created_dataset_stub;model_trained_on;model_cites_paper,ok
GSAI-ML/LLaDA-8B-Instruct,Model,user_published_model;model_defined_for,ok
TorpedoSoftware/Luau-Devstral-24B-Instruct-v0.1,Model,user_published_model;model_defined_for;model_trained_on;created_dataset_stub;model_trained_on;model_cites_paper,ok
internlm/internlm2-base-20b,Model,user_published_model;model_defined_for;model_cites_paper,ok
VAGOsolutions/Llama-3-SauerkrautLM-8b-Instruct,Model,created_user_node;user_published_model;model_defined_for,ok
ibm-granite/granite-3.0-8b-instruct,Model,user_published_model;model_defined_for;model_cites_paper,ok
distilbert/distilgpt2,Model,user_published_model;model_defined_for;created_dataset_stub;model_trained_on;created_paper_stub;model_cites_paper;created_paper_stub;model_cites_paper;created_paper_stub;model_cites_paper;model_cites_paper;model_cites_paper,ok
janhq/Jan-v1-4B,Model,created_user_node;user_published_model;model_defined_for,ok
trollek/Qwen2.5-7B-CySecButler-v0.1,Model,user_published_model;model_defined_for;model_cites_paper,ok
bunnycore/QandoraExp-7B,Model,user_published_model;model_defined_for,ok
unsloth/Qwen3-8B,Model,user_published_model;model_defined_for;model_cites_paper,ok
trend-cybertron/Llama-Primus-Nemotron-70B-Instruct,Model,created_user_node;user_published_model;model_defined_for;created_dataset_stub;model_trained_on;model_trained_on;model_trained_on;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper,ok
facebook/layerskip-llama3.2-1B,Model,user_published_model;model_defined_for;created_paper_stub;model_cites_paper,ok
Alibaba-NLP/gte-Qwen2-7B-instruct,Model,user_published_model;model_defined_for;model_cites_paper,ok
ValiantLabs/Qwen3-4B-Esper3,Model,user_published_model;model_defined_for;model_trained_on;model_trained_on;model_trained_on,ok
Qwen/Qwen3.5-9B,Model,user_published_model;model_defined_for,ok
ura-hcmut/GemSUra-2B,Model,created_user_node;user_published_model;model_defined_for;created_dataset_stub;model_trained_on;model_trained_on;model_cites_paper;model_cites_paper,ok
HuggingFaceTB/SmolLM-1.7B,Model,user_published_model;model_defined_for;model_trained_on,ok
tiiuae/falcon-7b-instruct,Model,user_published_model;model_defined_for;model_trained_on;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper,ok
legraphista/Codestral-22B-v0.1-hf-FIM-fix,Model,created_user_node;user_published_model;model_defined_for,ok
google/gemma-7b-aps-it,Model,user_published_model;model_defined_for;model_cites_paper,ok
facebook/cwm,Model,user_published_model;created_paper_stub;model_cites_paper,ok
google/gemma-3n-E2B-it,Model,user_published_model;model_defined_for;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;created_paper_stub;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper,ok
black-forest-labs/FLUX.1-dev,Model,created_user_node;user_published_model;model_defined_for,ok
DavidAU/Qwen3-Grand-Horror-DARK-Child-1.7B,Model,user_published_model;model_defined_for;model_trained_on,ok
Loom-Labs/Apollo-1-2B,Model,user_published_model;model_defined_for,ok
sapienzanlp/Minerva-7B-base-v1.0,Model,user_published_model;model_defined_for;model_trained_on;model_trained_on;model_trained_on;model_trained_on,ok
nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16,Model,user_published_model;model_defined_for;model_trained_on;created_dataset_stub;model_trained_on;created_dataset_stub;model_trained_on;created_dataset_stub;model_trained_on;model_trained_on;created_dataset_stub;model_trained_on;model_trained_on;created_dataset_stub;model_trained_on;created_dataset_stub;model_trained_on;model_trained_on;model_trained_on;created_dataset_stub;model_trained_on;created_dataset_stub;model_trained_on;created_dataset_stub;model_trained_on;created_dataset_stub;model_trained_on;created_dataset_stub;model_trained_on;created_paper_stub;model_cites_paper;created_paper_stub;model_cites_paper,ok
IQuestLab/IQuest-Coder-V1-40B-Loop-Instruct,Model,user_published_model;model_defined_for;model_cites_paper;model_cites_paper;model_cites_paper,ok
janhq/Jan-code-4b,Model,user_published_model;model_defined_for,ok
unsloth/gpt-oss-20b-GGUF,Model,user_published_model;model_defined_for,ok
meta-llama/Llama-2-13b-chat-hf,Model,user_published_model;model_defined_for;model_cites_paper,ok
mistralai/Devstral-Small-2507,Model,user_published_model,ok
KoboldAI/Mistral-7B-Erebus-v3,Model,created_user_node;user_published_model;model_defined_for,ok
microsoft/Phi-4-mini-reasoning,Model,user_published_model;model_defined_for;model_cites_paper,ok
Alibaba-Apsara/DASD-4B-Thinking,Model,created_user_node;user_published_model;model_defined_for;model_trained_on;model_trained_on;model_cites_paper;model_cites_paper,ok
google/gemma-2-9b-it,Model,user_published_model;model_defined_for;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper,ok
Novaciano/Heretic_Fusion-Gemma3-1B,Model,user_published_model;model_defined_for,ok
UmbrellaInc/T-Virus-1B,Model,user_published_model;model_defined_for;model_cites_paper,ok
mistralai/Ministral-3-8B-Reasoning-2512,Model,user_published_model;model_cites_paper,ok
unsloth/Qwen3-4B-unsloth-bnb-4bit,Model,user_published_model;model_defined_for;model_cites_paper,ok
prithivMLmods/QwQ-LCoT2-7B-Instruct,Model,user_published_model;model_defined_for;created_dataset_stub;model_trained_on;model_trained_on;model_trained_on;created_dataset_stub;model_trained_on;created_dataset_stub;model_trained_on,ok
google/efficientnet-b0,Model,user_published_model;model_defined_for;created_dataset_stub;model_trained_on;created_paper_stub;model_cites_paper,ok
NumbersStation/nsql-350M,Model,created_user_node;user_published_model;model_defined_for,ok
md-nishat-008/TigerLLM-9B-it,Model,user_published_model;created_paper_stub;model_cites_paper,ok
arcee-ai/Virtuoso-Lite,Model,user_published_model;model_defined_for,ok
trohrbaugh/Qwen3.5-122B-A10B-heretic,Model,created_user_node;user_published_model;model_defined_for,ok
optimum-intel-internal-testing/tiny-random-GPTBigCodeModel,Model,created_user_node;user_published_model,ok
google/gemma-2-9b,Model,user_published_model;model_defined_for;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper,ok
baidu/ERNIE-4.5-21B-A3B-Thinking,Model,created_user_node;user_published_model;model_defined_for,ok
bigscience/bloomz-3b,Model,user_published_model;model_defined_for;model_trained_on;model_cites_paper,ok
tokyotech-llm/Qwen3-Swallow-8B-RL-v0.2,Model,user_published_model;model_defined_for;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_cites_paper;model_cites_paper;model_cites_paper,ok
unsloth/Qwen2.5-3B,Model,user_published_model;model_defined_for;model_cites_paper,ok
llm-agents/tora-code-7b-v1.0,Model,created_user_node;user_published_model;model_defined_for;model_trained_on;created_dataset_stub;model_trained_on;created_paper_stub;model_cites_paper,ok
microsoft/unixcoder-base-nine,Model,user_published_model;model_defined_for;model_cites_paper,ok
NoesisLab/Kai-3B-Instruct,Model,user_published_model;model_defined_for,ok
google-t5/t5-small,Model,user_published_model;model_defined_for;model_trained_on;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper,ok
NousResearch/Llama-2-7b-hf,Model,user_published_model;model_defined_for,ok
mradermacher/rombos_Llama3-8B-Instruct-Replete-Adapted-i1-GGUF,Model,user_published_model;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on,ok
uukuguy/speechless-codellama-orca-platypus-13b-0.10e,Model,user_published_model;model_defined_for;model_trained_on;model_cites_paper,ok
Jongsim/Qwen3.5-35B-A3B-heretic,Model,user_published_model;model_defined_for,ok
bigscience/bloomz-7b1,Model,user_published_model;model_defined_for;model_trained_on;model_cites_paper,ok
unsloth/Qwen2.5-14B-Instruct-bnb-4bit,Model,user_published_model;model_defined_for;model_cites_paper;model_cites_paper,ok
RedHatAI/Llama-2-7b-pruned50-retrained,Model,user_published_model;model_defined_for;model_trained_on;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper,ok
microsoft/CodeGPT-small-java-adaptedGPT2,Model,user_published_model;model_defined_for,ok
michaelnath/dummy_code_to_code_model,Model,created_user_node;user_published_model,ok
Or4cl3-1/SAM-Gemini-BLOOM-OPT-Gopher-Megatron-slerp,Model,user_published_model,ok
Or4cl3-1/code-slerp,Model,user_published_model,ok
Qwen/Qwen2-0.5B,Model,user_published_model;model_defined_for,ok
microsoft/DialoGPT-small,Model,user_published_model;model_defined_for;created_paper_stub;model_cites_paper,ok
meta-llama/CodeLlama-13b-Instruct-hf,Model,user_published_model;model_defined_for;model_cites_paper,ok
Snowflake/snowflake-arctic-embed-l,Model,user_published_model;model_defined_for;model_cites_paper;model_cites_paper,ok
unsloth/Qwen2.5-3B-Instruct-unsloth-bnb-4bit,Model,user_published_model;model_defined_for;model_cites_paper,ok
MuXodious/gemma-3-1b-it-absolute-heresy,Model,user_published_model;model_defined_for;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper,ok
UmbrellaInc/Parasite.NE-Alpha-1B,Model,user_published_model;model_defined_for,ok
akjindal53244/Llama-3.1-Storm-8B,Model,created_user_node;user_published_model;model_defined_for;model_cites_paper;model_cites_paper;model_cites_paper;created_paper_stub;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper,ok
mradermacher/Qwen3-Almost-Human-X4-1640-6B-GGUF,Model,user_published_model;model_trained_on,ok
BEE-spoke-data/smol_llama-101M-GQA,Model,user_published_model;model_defined_for;model_trained_on;model_trained_on;created_dataset_stub;model_trained_on;model_trained_on,ok
PartAI/Dorna-Llama3-8B-Instruct,Model,created_user_node;user_published_model;model_defined_for,ok
mixedbread-ai/mxbai-rerank-large-v2,Model,user_published_model;model_defined_for;model_cites_paper,ok
sentence-transformers/all-MiniLM-L12-v2,Model,user_published_model;model_defined_for;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper,ok
fdtn-ai/Foundation-Sec-8B,Model,user_published_model;model_defined_for;model_cites_paper,ok
Nexusflow/NexusRaven-13B,Model,created_user_node;user_published_model;model_defined_for;model_cites_paper,ok
Gen-Verse/Qwen3-4B-RA-SFT,Model,created_user_node;user_published_model;created_paper_stub;model_cites_paper,ok
janhq/Jan-v1-2509,Model,user_published_model;model_defined_for,ok
TeichAI/Qwen3-4B-Instruct-2507-Polaris-Alpha-Distill,Model,user_published_model;model_defined_for;model_trained_on,ok
TeichAI/Qwen3-4B-Thinking-2507-Gemini-2.5-Flash-Distill,Model,user_published_model;model_defined_for;created_dataset_stub;model_trained_on,ok
DavidAU/Qwen3-4B-Apollo-V0.1-4B-Thinking-Heretic-Abliterated,Model,user_published_model;model_defined_for,ok
TeichAI/Qwen3-4B-Thinking-2507-Claude-Haiku-4.5-High-Reasoning-Distill,Model,user_published_model;model_defined_for;created_dataset_stub;model_trained_on,ok
TeichAI/Qwen3-4B-Instruct-2507-Claude-Haiku-4.5-Distill,Model,user_published_model;model_defined_for;created_dataset_stub;model_trained_on,ok
TeichAI/Qwen3-4B-Instruct-2507-Gemini-3-Pro-Preview-Distill,Model,user_published_model;model_defined_for;created_dataset_stub;model_trained_on,ok
TeichAI/Qwen3-4B-Thinking-2507-MiMo-V2-Flash-Distill,Model,user_published_model;model_defined_for;created_dataset_stub;model_trained_on,ok
TeichAI/Qwen3-4B-Thinking-2507-MiniMax-M2.1-Distill,Model,user_published_model;model_defined_for;created_dataset_stub;model_trained_on,ok
mradermacher/Qwen3-Yoyo-V4-42B-A3B-Thinking-TOTAL-RECALL-TNG-IV-PKDick-V-i1-GGUF,Model,user_published_model;model_trained_on;model_trained_on,ok
openai/clip-vit-base-patch32,Model,user_published_model;model_defined_for;created_paper_stub;model_cites_paper;model_cites_paper,ok
mradermacher/Qwen3-Instruct-F16-6B-Brainstorm20x-128k-ctx-i1-GGUF,Model,user_published_model,ok
MagicalAlchemist/Apriel-1.6-15b-Thinker,Model,user_published_model;model_defined_for;model_cites_paper;model_cites_paper;model_cites_paper,ok
LiquidAI/LFM2-2.6B,Model,user_published_model;model_defined_for;model_cites_paper,ok
nvidia/Llama-3_3-Nemotron-Super-49B-v1_5,Model,user_published_model;model_defined_for;model_cites_paper;model_cites_paper;model_cites_paper,ok
yanismiraoui/Yarn-Mistral-7b-128k-sharded,Model,created_user_node;user_published_model;model_defined_for;created_dataset_stub;model_trained_on;model_cites_paper,ok
rvv-karma/BASH-Coder-Mistral-7B,Model,created_user_node;user_published_model;model_defined_for;created_dataset_stub;model_trained_on,ok
Severian/Nexus-IKM-Mistral-Instruct-v0.2-7B,Model,created_user_node;user_published_model;model_defined_for;created_dataset_stub;model_trained_on,ok
Locutusque/Hyperion-2.1-Mistral-7B,Model,user_published_model;model_defined_for;model_trained_on,ok
NousResearch/Hermes-2-Pro-Mistral-7B,Model,user_published_model;model_defined_for;model_trained_on,ok
Alibaba-NLP/gte-modernbert-base,Model,user_published_model;model_defined_for;model_cites_paper,ok
openai/clip-vit-large-patch14,Model,user_published_model;model_defined_for;model_cites_paper;model_cites_paper,ok
facebook/bart-large-cnn,Model,user_published_model;model_defined_for;created_dataset_stub;model_trained_on;model_cites_paper,ok
XformAI-india/qwen-1.7b-coder,Model,created_user_node;user_published_model,ok
prithivMLmods/Capricornus-MoT-1.7B-Supreme1,Model,user_published_model;model_defined_for;model_trained_on;model_trained_on;model_cites_paper;model_cites_paper,ok
ertghiu256/qwen3-1.7b-mixture-of-thought,Model,user_published_model;model_trained_on;model_trained_on,ok
prithivMLmods/Regulus-Qwen3-R1-Llama-Distill-1.7B,Model,user_published_model;model_defined_for;created_dataset_stub;model_trained_on,ok
mradermacher/Llama3.3-8B-Instruct-Thinking-Heretic-Uncensored-Claude-4.5-Opus-High-Reasoning-i1-GGUF,Model,user_published_model;model_trained_on,ok
md-nishat-008/TigerLLM-1B-it,Model,user_published_model;model_cites_paper,ok
Tongyi-MAI/Z-Image-Turbo,Model,created_user_node;user_published_model;model_defined_for;created_paper_stub;model_cites_paper;created_paper_stub;model_cites_paper;created_paper_stub;model_cites_paper,ok
inclusionAI/Ling-Coder-lite-base,Model,user_published_model;model_defined_for;model_trained_on;model_cites_paper,ok
mradermacher/LLDS-A-GRPO-Qwen2.5-7B-Base-i1-GGUF,Model,user_published_model,ok
deepseek-ai/deepseek-llm-7b-chat,Model,user_published_model;model_defined_for,ok
bunnycore/Llama-3.2-3b-lora_model,Model,user_published_model,ok
bunnycore/Llama-3.2-3B-Long-Think-lora_model,Model,user_published_model,ok
bunnycore/Llama-3.2-3B-science-lora_model,Model,user_published_model,ok
bunnycore/Llama-3.2-3B-Mix-Skill,Model,user_published_model;model_defined_for;model_cites_paper,ok
bunnycore/Llama-3.2-3B-Code-lora_model,Model,user_published_model,ok
fluently/FluentlyQwen3-4B,Model,user_published_model;model_defined_for,ok
deepseek-ai/DeepSeek-V3-Base,Model,user_published_model;model_cites_paper,ok
unsloth/gpt-oss-20b-BF16,Model,user_published_model;model_defined_for,ok
mistralai/Mistral-Small-24B-Base-2501,Model,user_published_model;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper,ok
Qwen/Qwen2.5-Math-7B,Model,user_published_model;model_defined_for;model_cites_paper,ok
google/gemma-3-4b-pt,Model,user_published_model;model_defined_for;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper,ok
Nitral-Archive/Nemotron-15b-Thinker-v0.1,Model,created_user_node;user_published_model,ok
allenai/OLMo-2-1124-7B-DPO,Model,user_published_model;model_defined_for;created_dataset_stub;model_trained_on;model_cites_paper;model_cites_paper,ok
LH-Tech-AI/Apex-1-Instruct-350M,Model,user_published_model;model_defined_for;model_trained_on,ok
HuggingFaceM4/siglip-so400m-14-980-flash-attn2-navit,Model,user_published_model;model_defined_for;created_paper_stub;model_cites_paper,ok
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,Model,user_published_model;model_defined_for;model_trained_on;model_trained_on,ok
OpenAssistant/llama2-13b-orca-8k-3319,Model,created_user_node;user_published_model;model_defined_for;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_cites_paper,ok
yanolja/YanoljaNEXT-EEVE-10.8B,Model,user_published_model;model_defined_for;model_cites_paper,ok
tiiuae/Falcon3-3B-Instruct,Model,user_published_model;model_defined_for,ok
EpistemeAI/Fireball-Meta-Llama-3.1-8B-Instruct-Agent-0.003-128K,Model,user_published_model;model_defined_for;model_cites_paper,ok
zai-org/GLM-4.5-Air-Base,Model,user_published_model;model_defined_for;model_cites_paper,ok
mradermacher/CodeLlama-70b-Instruct-hf-i1-GGUF,Model,user_published_model,ok
EleutherAI/pythia-1b-deduped,Model,user_published_model;model_defined_for;model_trained_on;model_cites_paper;model_cites_paper;model_cites_paper,ok
rombodawg/rombos_Replete-Coder-Qwen2-1.5b,Model,user_published_model;model_defined_for;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on,ok
teknium/OpenHermes-2-Mistral-7B,Model,user_published_model,ok
Open-Orca/Mistral-7B-SlimOrca,Model,user_published_model;model_defined_for;model_trained_on;model_cites_paper;model_cites_paper,ok
unsloth/Qwen3-1.7B-unsloth-bnb-4bit,Model,user_published_model;model_defined_for,ok
deepseek-ai/DeepSeek-V3.2-Exp-Base,Model,user_published_model;model_defined_for,ok
HuggingFaceTB/SmolLM2-1.7B-Instruct,Model,user_published_model;model_defined_for;model_cites_paper,ok
Kwai-Klear/Klear-Reasoner-8B-SFT,Model,user_published_model;model_trained_on;model_trained_on;model_cites_paper;model_cites_paper,ok
axolotl-ai-co/tiny-mixtral-30m,Model,user_published_model,ok
chihoonlee10/T3Q-Mistral-Orca-Math-DPO,Model,created_user_node;user_published_model;model_defined_for;created_dataset_stub;model_trained_on,ok
ByteDance-Seed/Seed-OSS-36B-Base,Model,user_published_model;model_defined_for,ok
allenai/OLMo-2-1124-7B,Model,user_published_model;created_dataset_stub;model_trained_on;created_dataset_stub;model_trained_on;model_cites_paper,ok
apple/DiffuCoder-7B-Base,Model,user_published_model;model_cites_paper,ok
Qwen/Qwen3.5-0.8B-Base,Model,user_published_model;model_defined_for,ok
Qwen/Qwen1.5-1.8B-Chat,Model,user_published_model;model_defined_for;model_cites_paper,ok
